state,city,population_2015
Minnesota,Faribault,23594
Minnesota,Rosemount,22998
Minnesota,Crystal,22605
Minnesota,Farmington,22571
Minnesota,Hastings,22566
Minnesota,New Brighton,22266
Minnesota,Lino Lakes,20948
Minnesota,Golden Valley,20866
Minnesota,New Hope,20792
Minnesota,South St. Paul,20487
Minnesota,Northfield,20356
Minnesota,West St. Paul,19806
Minnesota,Columbia Heights,19675
Minnesota,Willmar,19570
Minnesota,Forest Lake,19399
Minnesota,Stillwater,18800
Minnesota,Hopkins,18056
Minnesota,Albert Lea,17815
Minnesota,Anoka,17276
Minnesota,St. Michael,17087
Minnesota,Sartell,16523
Minnesota,Red Wing,16470
Minnesota,Hibbing,16302
Minnesota,Buffalo,15912
Minnesota,Ham Lake,15888
Minnesota,Otsego,15047
Minnesota,Bemidji,14453
Minnesota,Robbinsdale,14320
Minnesota,Hugo,14239
Minnesota,Hutchinson,13872
Minnesota,Marshall,13641
Minnesota,North Mankato,13432
Minnesota,Brainerd,13425
Minnesota,Sauk Rapids,13348
Minnesota,Fergus Falls,13304
Minnesota,New Ulm,13258
Minnesota,Vadnais Heights,13143
Minnesota,Monticello,13136
Minnesota,Worthington,12932
Minnesota,Mounds View,12657
Minnesota,Rogers,12393
Minnesota,North St. Paul,12224
Minnesota,Cloquet,12081
Minnesota,Waconia,11774
Minnesota,Alexandria,11680
Minnesota,East Bethel,11642
Minnesota,St. Peter,11570
Minnesota,Mendota Heights,11222
Minnesota,Grand Rapids,11097
Minnesota,Big Lake,10360
Minnesota,Fairmont,10328
Minnesota,Little Canada,10228
Minnesota,North Branch,10160
Minnesota,Arden Hills,9876
Minnesota,Hermantown,9704
Minnesota,Mound,9302
Minnesota,Waseca,9272
Minnesota,Detroit Lakes,8961
Minnesota,St. Anthony,8960
Minnesota,Thief River Falls,8656
Minnesota,East Grand Forks,8651
Minnesota,Virginia,8649
Minnesota,Victoria,8374
Minnesota,Oak Grove,8324
Minnesota,Cambridge,8323
Minnesota,Lake Elmo,8306
Minnesota,Little Falls,8201
Minnesota,Mahtomedi,8064
Minnesota,Crookston,7920
Minnesota,Orono,7898
Minnesota,Baxter,7826
Minnesota,Wyoming,7781
Minnesota,Shorewood,7557
Minnesota,New Prague,7546
Minnesota,Waite Park,7469
Minnesota,St. Francis,7359
Minnesota,Albertville,7281
Minnesota,Belle Plaine,6902
Minnesota,Minnetrista,6885
Minnesota,St. Joseph,6820
Minnesota,Litchfield,6668
Minnesota,Spring Lake Park,6464
Minnesota,International Falls,6171
Minnesota,Kasson,6074
Minnesota,Stewartville,6046
Mississippi,Jackson,171155
Mississippi,Gulfport,71750
Mississippi,Southaven,51824
Mississippi,Hattiesburg,47016
Mississippi,Biloxi,44984
Mississippi,Meridian,40196
Mississippi,Tupelo,35688
Mississippi,Olive Branch,35457
Mississippi,Greenville,32704
Mississippi,Horn Lake,26766
Mississippi,Pearl,26388
Mississippi,Madison,25455
Mississippi,Clinton,25411
Mississippi,Starkville,24886
Mississippi,Ridgeland,24221
Mississippi,Vicksburg,23392
Mississippi,Columbus,23248
Mississippi,Brandon,23156
Mississippi,Pascagoula,22224
Mississippi,Oxford,21757
Mississippi,Laurel,18868
Mississippi,Gautier,18596
Mississippi,Ocean Springs,17530
Mississippi,Clarksdale,17011
Mississippi,Greenwood,15730
Mississippi,Long Beach,15448
Mississippi,Hernando,15290
Mississippi,Natchez,15269
Mississippi,Corinth,14865
Mississippi,Canton,13713
Mississippi,Moss Point,13671
Mississippi,Grenada,12956
Mississippi,McComb,12703
Mississippi,Brookhaven,12470
Mississippi,Cleveland,12412
Mississippi,Byram,11556
Mississippi,Bay St. Louis,11388
Mississippi,Yazoo City,11366
Mississippi,West Point,11093
Mississippi,D'Iberville,10962
Mississippi,Picayune,10749
Mississippi,Petal,10727
Mississippi,Indianola,10078
Mississippi,Booneville,8804
Mississippi,New Albany,8708
Mississippi,Flowood,8556
Mississippi,Diamondhead,8180
Mississippi,Senatobia,7928
Mississippi,St. Martin,7730
Mississippi,Holly Springs,7574
Mississippi,Batesville,7439
Mississippi,Philadelphia,7402
Mississippi,Kosciusko,7237
Mississippi,Gulf Hills,7144
Mississippi,Amory,7107
Mississippi,Richland,7071
Mississippi,Waveland,6419
Mississippi,Louisville,6325
Mississippi,Columbia,6319
Mississippi,Latimer,6079
Missouri,Kansas City,470800
Missouri,St. Louis,317419
Missouri,Springfield,165378
Missouri,Independence,117494
Missouri,Columbia,116906
Missouri,Lee's Summit,93864
Missouri,O'Fallon,84009
Missouri,St. Joseph,76967
Missouri,St. Charles,68090
Missouri,St. Peters,56076
Missouri,Blue Springs,53573
Missouri,Florissant,52303
Missouri,Joplin,51316
Missouri,Chesterfield,47777
Missouri,Jefferson City,43132
Missouri,Cape Girardeau,39167
Missouri,Oakville,36143
Missouri,Wildwood,35820
Missouri,University City,35115
Missouri,Wentzville,33912
Missouri,Ballwin,30505
Missouri,Liberty,30376
Missouri,Raytown,29481
Missouri,Mehlville,28380
Missouri,Kirkwood,27660
Missouri,Maryland Heights,27405
Missouri,Gladstone,26800
Missouri,Hazelwood,25666
Missouri,Grandview,25290
Missouri,Webster Groves,23186
Missouri,Belton,23165
Missouri,Sedalia,21492
Missouri,Arnold,21243
Missouri,Ferguson,21086
Missouri,Nixa,20570
Missouri,Affton,20307
Missouri,Warrensburg,19963
Missouri,Raymore,19963
Missouri,Rolla,19926
Missouri,Spanish Lake,19650
Missouri,Old Jamestown,19184
Missouri,Ozark,18871
Missouri,Manchester,18197
Missouri,Farmington,17915
Missouri,Hannibal,17893
Missouri,Creve Coeur,17868
Missouri,Kirksville,17633
Missouri,Poplar Bluff,17242
Missouri,Lemay,16645
Missouri,Concord,16421
Missouri,Sikeston,16370
Missouri,Overland,15985
Missouri,Clayton,15882
Missouri,Republic,15680
Missouri,Fort Leonard Wood,15061
Missouri,Lake St. Louis,15014
Missouri,Jennings,14737
Missouri,Jackson,14677
Missouri,Lebanon,14650
Missouri,Carthage,14271
Missouri,Washington,14020
Missouri,Moberly,13890
Missouri,Grain Valley,13236
Missouri,Marshall,13042
Missouri,St. Ann,12955
Missouri,Fulton,12864
Missouri,Dardenne Prairie,12783
Missouri,West Plains,12275
Missouri,Neosho,12134
Missouri,Maryville,12007
Missouri,Crestwood,11951
Missouri,Festus,11885
Missouri,Bridgeton,11782
Missouri,Mexico,11664
Missouri,Excelsior Springs,11488
Missouri,Troy,11355
Missouri,Branson,11340
Missouri,Webb City,11075
Missouri,Town and Country,10975
Missouri,Union,10859
Missouri,Bellefontaine Neighbors,10807
Missouri,Kennett,10796
Missouri,Bolivar,10572
Missouri,Eureka,10543
Missouri,Harrisonville,9983
Missouri,Cameron,9762
Missouri,Chillicothe,9504
Missouri,Kearney,9261
Missouri,Ellisville,9253
Missouri,Smithville,9107
Missouri,Berkeley,9084
Missouri,Clinton,9015
Missouri,Monett,8934
Missouri,Murphy,8690
Missouri,Park Hills,8618
Missouri,Ladue,8576
Missouri,Des Peres,8534
Missouri,Sunset Hills,8527
Missouri,Richmond Heights,8495
Missouri,Perryville,8394
Missouri,Boonville,8374
Missouri,Nevada,8295
Missouri,Pleasant Hill,8250
Missouri,Warrenton,8068
Missouri,Brentwood,8043
Missouri,Dexter,7969
Missouri,Maplewood,7959
Missouri,Oak Grove,7873
Missouri,Olivette,7845
Missouri,Carl Junction,7660
Missouri,Sappington,7580
Missouri,Aurora,7450
Missouri,Pacific,7113
Missouri,Sullivan,7054
Missouri,Bonne Terre,7031
Missouri,Marshfield,6977
Missouri,Valley Park,6976
Missouri,Black Jack,6935
Missouri,St. John,6475
Missouri,De Soto,6471
Missouri,Shrewsbury,6205
Missouri,Parkville,6098
Montana,Billings,108869
Montana,Missoula,69821
Montana,Great Falls,59152
Montana,Bozeman,41660
Montana,Butte-Silver Bow,33980
Montana,Butte,31633
Montana,Helena,29943
Montana,Kalispell,21518
Montana,Upper Yellowstone Valley,12251
Montana,Havre,9792
Montana,Blackfeet,9319
Montana,Anaconda-Deer Lodge County,9150
Montana,Miles City,8758
Montana,Helena Valley Southeast,8227
Montana,Helena Valley West Central,7883
Montana,Belgrade,7798
Montana,Creston-Bigfork,7757
Montana,Anaconda,7626
Montana,Evergreen,7616
Montana,Livingston,7245
Montana,Laurel,6936
Montana,Whitefish,6864
Montana,South Yellowstone,6826
Montana,Lockwood,6797
Montana,Crow Reservation,6674
Montana,Sidney,6473
Nebraska,Omaha,446599
Nebraska,Lincoln,272996
Nebraska,Bellevue,53936
Nebraska,Grand Island,51236
Nebraska,Kearney,32469
Nebraska,Fremont,26500
Nebraska,Hastings,24915
Nebraska,Norfolk,24444
Nebraska,North Platte,24327
Nebraska,Papillion,23270
Nebraska,Columbus,22630
Nebraska,La Vista,17636
Nebraska,Scottsbluff,14875
Nebraska,South Sioux City,13360
Nebraska,Beatrice,12055
Nebraska,Chalco,10994
Nebraska,Lexington,10146
Nebraska,Alliance,8519
Nebraska,Gering,8372
Nebraska,Blair,7986
Nebraska,York,7957
Nebraska,McCook,7611
Nebraska,Nebraska City,7265
Nebraska,Ralston,7216
Nebraska,Seward,7128
Nebraska,Crete,7034
Nebraska,Sidney,6914
Nebraska,Plattsmouth,6487
Nebraska,Elkhorn,6486
Nebraska,Schuyler,6169
Nevada,Las Vegas,613599
Nevada,Henderson,277440
Nevada,Reno,236995
Nevada,North Las Vegas,230788
Nevada,Paradise,223167
Nevada,Sunrise Manor,189372
Nevada,Spring Valley,178395
Nevada,Enterprise,108481
Nevada,Sparks,94708
Nevada,Clark,65029
Nevada,Carson City,54522
Nevada,North Valleys,40467
Nevada,Whitney,38585
Nevada,Pahrump,36441
Nevada,Winchester,27978
Nevada,Warm Springs-Truckee Canyon,26247
Nevada,Summerlin South,24085
Nevada,Elko,20300
Nevada,Sun Valley,19299
Nevada,Fernley,19204
Nevada,Mesquite,16970
Nevada,Boulder City,15386
Nevada,Spanish Springs,15064
Nevada,Washoe Valley,13620
Nevada,Spring Creek,12361
Nevada,Incline Village,11844
Nevada,Incline Village-Crystal Bay,11844
Nevada,Gardnerville Ranchos,11312
Nevada,Golconda,11024
Nevada,Crystal,9553
Nevada,Dayton,8964
Nevada,Cold Springs,8544
Nevada,Fallon,8349
Nevada,Lemmon Valley-Golden Valley,8158
Nevada,Winnemucca,8001
Nevada,Zephyr Cove,7445
Nevada,Genoa-Jacks Valley,7326
Nevada,Laughlin,7323
Nevada,Moapa Valley,6924
Nevada,Johnson Lane,6490
New Hampshire,Manchester,110448
New Hampshire,Nashua,87259
New Hampshire,Concord,42444
New Hampshire,Dover,30665
New Hampshire,Rochester,29991
New Hampshire,Salem,28776
New Hampshire,Merrimack,25494
New Hampshire,Keene,23034
New Hampshire,Derry,22015
New Hampshire,Portsmouth,21598
New Hampshire,Bedford,21203
New Hampshire,Goffstown,17651
New Hampshire,Laconia,16067
New Hampshire,Windham,13592
New Hampshire,Lebanon,13589
New Hampshire,Claremont,13074
New Hampshire,Pelham,12897
New Hampshire,Somersworth,11777
New Hampshire,Amherst,11201
New Hampshire,Londonderry,11037
New Hampshire,Durham,10345
New Hampshire,Hampton,9656
New Hampshire,Berlin,9501
New Hampshire,Exeter,9242
New Hampshire,Milford,8835
New Hampshire,Weare,8785
New Hampshire,Seabrook,8693
New Hampshire,Hanover,8636
New Hampshire,Barrington,8576
New Hampshire,Hampstead,8523
New Hampshire,Franklin,8428
New Hampshire,Litchfield,8271
New Hampshire,Hollis,7684
New Hampshire,Plaistow,7609
New Hampshire,Bow,7519
New Hampshire,Belmont,7356
New Hampshire,Hudson,7336
New Hampshire,Stratham,7255
New Hampshire,Swanzey,7230
New Hampshire,Gilford,7126
New Hampshire,Pembroke,7115
New Hampshire,Atkinson,6751
New Hampshire,Kingston,6025
New Hampshire,Rindge,6014
New Jersey,Newark,280579
New Jersey,Jersey City,262146
New Jersey,Paterson,146753
New Jersey,Elizabeth,128705
New Jersey,Edison,101207
New Jersey,Toms River,88791
New Jersey,Clifton,85927
New Jersey,Trenton,84034
New Jersey,Camden,77332
New Jersey,Passaic,71509
New Jersey,Union City,68668
New Jersey,Bayonne,65975
New Jersey,East Orange,65078
New Jersey,Vineland,61171
New Jersey,Irvington,58920
New Jersey,New Brunswick,57080
New Jersey,Union,54050
New Jersey,Lakewood,53805
New Jersey,Wayne,53657
New Jersey,Hoboken,53312
New Jersey,West New York,52597
New Jersey,Perth Amboy,52328
New Jersey,Plainfield,50955
New Jersey,East Brunswick,48440
New Jersey,Bloomfield,46288
New Jersey,Sayreville,45262
New Jersey,Hackensack,44519
New Jersey,West Orange,43629
New Jersey,Kearny,41837
New Jersey,Linden,41651
New Jersey,Atlantic City,39415
New Jersey,Teaneck,39274
New Jersey,Montclair,37837
New Jersey,North Brunswick Township,37594
New Jersey,Fort Lee,37026
New Jersey,Ewing,36909
New Jersey,Pennsauken,36434
New Jersey,Belleville,34877
New Jersey,Fair Lawn,33549
New Jersey,Orange,31907
New Jersey,Garfield,31486
New Jersey,Westfield,30890
New Jersey,Long Branch,30522
New Jersey,Princeton,30108
New Jersey,Rahway,28528
New Jersey,Millville,28497
New Jersey,Englewood,27670
New Jersey,Bergenfield,27406
New Jersey,Mercerville-Hamilton Square,27308
New Jersey,Paramus,26832
New Jersey,Livingston,26590
New Jersey,Nutley,26562
New Jersey,West Milford,26208
New Jersey,Cliffside Park,25503
New Jersey,Ridgewood,25496
New Jersey,Bridgeton,25347
New Jersey,Lodi,24654
New Jersey,Carteret,24114
New Jersey,South Plainfield,23960
New Jersey,Old Bridge,23753
New Jersey,Maplewood,23170
New Jersey,Scotch Plains,22583
New Jersey,Cranford,22430
New Jersey,Somerset,22083
New Jersey,Summit,22071
New Jersey,North Plainfield,22029
New Jersey,Hillside,21605
New Jersey,Roselle,21551
New Jersey,Palisades Park,20471
New Jersey,Pleasantville,20467
New Jersey,Elmwood Park,20374
New Jersey,Lyndhurst,19390
New Jersey,Woodbridge,19265
New Jersey,Millburn,19187
New Jersey,Morristown,19085
New Jersey,Hawthorne,19048
New Jersey,Glassboro,19007
New Jersey,Iselin,18695
New Jersey,Point Pleasant,18665
New Jersey,Rutherford,18464
New Jersey,Secaucus,18416
New Jersey,Dover,18313
New Jersey,Tinton Falls,17898
New Jersey,Dumont,17863
New Jersey,Colonia,17795
New Jersey,Lindenwold,17417
New Jersey,Avenel,17011
New Jersey,New Milford,16678
New Jersey,Wyckoff,16514
New Jersey,South Orange,16468
New Jersey,South River,16334
New Jersey,Ocean Acres,16142
New Jersey,Madison,16122
New Jersey,Asbury Park,15778
New Jersey,North Arlington,15723
New Jersey,Williamstown,15567
New Jersey,Harrison,15376
New Jersey,Fords,15187
New Jersey,Tenafly,14816
New Jersey,Ramsey,14800
New Jersey,Hammonton,14765
New Jersey,Hopatcong,14684
New Jersey,Phillipsburg,14570
New Jersey,Springdale,14518
New Jersey,Clark,14501
New Jersey,Highland Park,14436
New Jersey,Springfield,14334
New Jersey,Fairview,14317
New Jersey,Moorestown-Lenola,14217
New Jersey,Bradley Gardens,14206
New Jersey,Cherry Hill Mall,14171
New Jersey,Collingswood,13962
New Jersey,Middlesex,13888
New Jersey,Princeton Meadows,13834
New Jersey,Metuchen,13826
New Jersey,West Freehold,13613
New Jersey,Roselle Park,13595
New Jersey,Berkeley Heights,13319
New Jersey,Franklin Park,13295
New Jersey,Mercerville,13230
New Jersey,Short Hills,13165
New Jersey,Saddle Brook,13159
New Jersey,Verona,13137
New Jersey,Oakland,13046
New Jersey,Ridgefield Park,12996
New Jersey,Succasunna-Kenvil,12949
New Jersey,Holiday City-Berkeley,12831
New Jersey,Hamilton Square,12784
New Jersey,Red Bank,12445
New Jersey,New Providence,12422
New Jersey,Woodland Park,12403
New Jersey,Ringwood,12377
New Jersey,Edgewater,12343
New Jersey,Eatontown,12257
New Jersey,Somerville,12153
New Jersey,Hasbrouck Heights,12147
New Jersey,Martinsville,11980
New Jersey,Freehold,11973
New Jersey,Cedar Grove,11940
New Jersey,Glen Rock,11901
New Jersey,Pennsville,11888
New Jersey,Florham Park,11829
New Jersey,Wallington,11626
New Jersey,River Edge,11579
New Jersey,Upper Montclair,11565
New Jersey,Guttenberg,11481
New Jersey,Bellmawr,11454
New Jersey,Wanaque,11447
New Jersey,Haddonfield,11411
New Jersey,Ocean City,11374
New Jersey,Greentree,11367
New Jersey,Gloucester City,11317
New Jersey,Robertsville,11297
New Jersey,Ridgefield,11289
New Jersey,Beachwood,11253
New Jersey,Browns Mills,11223
New Jersey,Pompton Lakes,11166
New Jersey,Westwood,11149
New Jersey,Bound Brook,11116
New Jersey,Totowa,10937
New Jersey,Barclay-Kingston,10937
New Jersey,West Caldwell,10904
New Jersey,West Paterson,10903
New Jersey,Little Ferry,10866
New Jersey,Franklin Lakes,10837
New Jersey,Little Falls,10772
New Jersey,Somers Point,10756
New Jersey,Echelon,10743
New Jersey,Ventnor City,10597
New Jersey,Hillsdale,10482
New Jersey,Lincoln Park,10482
New Jersey,Pine Hill,10464
New Jersey,Manville,10388
New Jersey,Kinnelon,10381
New Jersey,Marlton,10133
New Jersey,Woodbury,10016
New Jersey,Waldwick,9947
New Jersey,Lake Mohawk,9916
New Jersey,Keansburg,9872
New Jersey,Burlington,9799
New Jersey,East Rutherford,9798
New Jersey,Maywood,9746
New Jersey,Hackettstown,9551
New Jersey,Yardville-Groveville,9518
New Jersey,White Horse,9494
New Jersey,Villas,9483
New Jersey,River Vale,9452
New Jersey,Kendall Park,9339
New Jersey,Brigantine,9336
New Jersey,Brookdale,9239
New Jersey,Succasunna,9152
New Jersey,Leonia,9139
New Jersey,Chatham,9022
New Jersey,Budd Lake,8968
New Jersey,Washington Township,8941
New Jersey,Pitman,8895
New Jersey,South Amboy,8853
New Jersey,Park Ridge,8841
New Jersey,White Meadow Lake,8836
New Jersey,Cresskill,8763
New Jersey,Matawan,8718
New Jersey,Audubon,8710
New Jersey,Pine Lake Park,8707
New Jersey,East Franklin,8669
New Jersey,Florence-Roebling,8620
New Jersey,Northfield,8604
New Jersey,Closter,8592
New Jersey,North Haledon,8512
New Jersey,Mystic Island,8493
New Jersey,Haledon,8471
New Jersey,Wood-Ridge,8450
New Jersey,Spotswood,8447
New Jersey,Boonton,8412
New Jersey,Absecon,8376
New Jersey,Runnemede,8376
New Jersey,Upper Saddle River,8356
New Jersey,West Long Branch,8352
New Jersey,Bogota,8332
New Jersey,Erlton-Ellisburg,8327
New Jersey,Clayton,8307
New Jersey,Ashland,8302
New Jersey,Bloomingdale,8178
New Jersey,Oradell,8161
New Jersey,Kenilworth,8153
New Jersey,Montvale,8148
New Jersey,Raritan,8098
New Jersey,Crestwood Village,7907
New Jersey,Newton,7878
New Jersey,Bernardsville,7756
New Jersey,Fort Dix,7716
New Jersey,Butler,7690
New Jersey,Glen Ridge,7681
New Jersey,Fanwood,7657
New Jersey,Emerson,7617
New Jersey,Berlin,7546
New Jersey,Twin Rivers,7443
New Jersey,Dunellen,7417
New Jersey,Carneys Point,7382
New Jersey,Haddon Heights,7375
New Jersey,Caldwell,7362
New Jersey,Palmyra,7333
New Jersey,Midland Park,7305
New Jersey,Strathmore,7258
New Jersey,Smithville,7242
New Jersey,Yardville,7186
New Jersey,Keyport,7162
New Jersey,Madison Park,7144
New Jersey,Pomona,7124
New Jersey,Dayton,7063
New Jersey,Linwood,7052
New Jersey,Milltown,7032
New Jersey,Rumson,6978
New Jersey,Stratford,6944
New Jersey,Fairfield,6856
New Jersey,Mountainside,6837
New Jersey,Barrington,6826
New Jersey,Allendale,6789
New Jersey,North Caldwell,6783
New Jersey,Wharton,6612
New Jersey,Laurence Harbor,6536
New Jersey,Yorketown,6535
New Jersey,Rockaway,6483
New Jersey,Washington,6466
New Jersey,Margate City,6333
New Jersey,Carlstadt,6248
New Jersey,Ramtown,6242
New Jersey,Green Knoll,6200
New Jersey,Lincroft,6135
New Jersey,Fair Haven,6048
New Jersey,Jamesburg,6021
New Mexico,Albuquerque,557169
New Mexico,Las Cruces,101408
New Mexico,Rio Rancho,93820
New Mexico,Santa Fe,70297
New Mexico,Roswell,48608
New Mexico,Farmington,44445
New Mexico,South Valley,40976
New Mexico,Clovis,39860
New Mexico,Hobbs,37118
New Mexico,Alamogordo,31060
New Mexico,Dona Ana-Hill,28982
New Mexico,Carlsbad,28103
New Mexico,South Dona Ana,26463
New Mexico,Red Rock,24465
New Mexico,Gallup,22469
New Mexico,Sunland Park,15400
New Mexico,Los Lunas,15206
New Mexico,Chaparral,14631
New Mexico,Deming,14605
New Mexico,Las Vegas,13518
New Mexico,Portales,12233
New Mexico,Los Alamos,12019
New Mexico,Artesia,11842
New Mexico,Lovington,11840
New Mexico,North Valley,11333
New Mexico,Reservation,10733
New Mexico,Silver City,10172
New Mexico,Espanola,10130
New Mexico,Santo Domingo,9899
New Mexico,Anthony,9318
New Mexico,Grants,9241
New Mexico,Southeast Otero,8855
New Mexico,South Rio Arriba,8818
New Mexico,Socorro,8751
New Mexico,Bernalillo,8564
New Mexico,Corrales,8374
New Mexico,Shiprock,8295
New Mexico,Kirtland,7875
New Mexico,Ruidoso,7824
New Mexico,Bloomfield,7638
New Mexico,Simpson-Chaco,7323
New Mexico,Zuni,7262
New Mexico,Belen,7175
New Mexico,San Juan Pueblo,6671
New Mexico,Aztec,6419
New Mexico,Raton,6326
New Mexico,Zuni Pueblo,6302
New Mexico,Southwest Chaves,6240
New Mexico,Jemez,6204
New Mexico,Eldorado at Santa Fe,6130
New Mexico,Truth or Consequences,6103
New Mexico,Los Ranchos de Albuquerque,6063
New Mexico,Fairacres,6061
New York,New York,8491079
New York,Brooklyn,2538705
New York,Queens,2277251
New York,Manhattan,1621897
New York,Bronx,1383871
New York,Staten Island,481026
New York,Buffalo,258703
New York,North Hempstead,226322
New York,Rochester,209983
New York,Yonkers,200667
New York,Syracuse,144263
New York,Ramapo,126595
New York,Amherst,122366
New York,Albany,98566
New York,Greenburgh,88400
New York,Clarkstown,84187
New York,New Rochelle,79637
New York,Cheektowaga,75178
New York,Mount Vernon,68458
New York,Schenectady,65936
New York,Utica,61332
New York,Brentwood,60664
New York,Clay,58206
New York,White Plains,58035
New York,Union,56346
New York,Hempstead,55527
New York,Levittown,51881
New York,Irondequoit,51692
New York,Troy,49910
New York,Niagara Falls,49219
New York,Orangetown,49212
New York,Perinton,46462
New York,Binghamton,46299
New York,West Seneca,44711
New York,Mount Pleasant,43724
New York,Freeport,43304
New York,West Babylon,43213
New York,Henrietta,42581
New York,Cortlandt,41592
New York,Hicksville,41547
New York,Coram,39113
New York,East Meadow,38132
New York,Valley Stream,37832
New York,Clifton Park,36705
New York,Brighton,36609
New York,Penfield,36242
New York,Commack,36124
New York,Yorktown,36081
New York,Guilderland,35303
New York,Central Islip,34450
New York,Carmel,34305
New York,Salina,33710
New York,Long Beach,33664
New York,Bethlehem,33656
New York,New City,33559
New York,Elmont,33198
New York,Huntington Station,33029
New York,Rome,32645
New York,Spring Valley,32510
New York,Oceanside,32109
New York,Cicero,31632
New York,Centereach,31578
New York,North Tonawanda,30929
New York,Ithaca,30720
New York,Clarence,30673
New York,Poughkeepsie,30513
New York,Jamestown,30429
New York,Port Chester,29522
New York,Glenville,29480
New York,Franklin Square,29320
New York,East Fishkill,29029
New York,Elmira,28647
New York,Chili,28625
New York,Gates,28400
New York,Newburgh,28358
New York,West Islip,28335
New York,Harrison,28151
New York,Vestal,28043
New York,Queensbury,27901
New York,Shirley,27854
New York,Deer Park,27745
New York,Middletown,27728
New York,Watertown,27590
New York,Saratoga Springs,27436
New York,Lindenhurst,27321
New York,Glen Cove,27314
New York,Holbrook,27195
New York,Wappinger,27048
New York,Auburn,27019
New York,Dix Hills,26892
New York,Smithtown,26470
New York,Bay Shore,26337
New York,Plainview,26217
New York,De Witt,25838
New York,Ossining,25359
New York,Uniondale,24759
New York,Rockville Centre,24191
New York,Medford,24142
New York,Peekskill,24058
New York,Baldwin,24033
New York,Kingston,23557
New York,Onondaga,23101
New York,Copiague,22993
New York,Garden City,22616
New York,East Patchogue,22469
New York,Kiryas Joel,22246
New York,Merrick,22097
New York,Le Ray,21782
New York,Lysander,21759
New York,Massapequa,21685
New York,Hyde Park,21571
New York,Halfmoon,21535
New York,Hauppauge,20882
New York,Lockport,20743
New York,Rotterdam,20652
New York,Somers,20434
New York,Grand Island,20374
New York,East Northport,20217
New York,Lake Ronkonkoma,20155
New York,North Bellmore,19941
New York,Ogden,19856
New York,Selden,19851
New York,Plattsburgh,19740
New York,Holtsville,19714
New York,Lynbrook,19558
New York,Eastchester,19554
New York,Mamaroneck,19302
New York,Cortland,19164
New York,Ronkonkoma,19082
New York,East Massapequa,19069
New York,Mineola,19028
New York,Melville,18985
New York,North Bay Shore,18944
New York,Wantagh,18871
New York,West Hempstead,18862
New York,Syosset,18829
New York,Islip,18689
New York,Whitestown,18667
New York,Monsey,18412
New York,Southeast,18404
New York,Amsterdam,18135
New York,Wheatfield,18117
New York,Huntington,18046
New York,Blooming Grove,18028
New York,Oswego,17988
New York,Lackawanna,17955
New York,North Massapequa,17886
New York,Nanuet,17882
New York,North Amityville,17862
New York,Scarsdale,17729
New York,New Castle,17569
New York,North Babylon,17509
New York,Kings Park,17282
New York,Massapequa Park,17206
New York,Woodmere,17121
New York,Geddes,17118
New York,Sayville,16853
New York,North Valley Stream,16628
New York,Bethpage,16429
New York,Evans,16356
New York,Roosevelt,16258
New York,Bellmore,16218
New York,Cohoes,16212
New York,Wilton,16173
New York,Rye,16000
New York,Floral Park,15967
New York,Pearl River,15876
New York,Port Washington,15846
New York,La Grange,15730
New York,Parma,15633
New York,Farmingville,15481
New York,Mastic,15481
New York,Setauket-East Setauket,15477
New York,Sullivan,15339
New York,Westbury,15329
New York,Thompson,15308
New York,Seaford,15294
New York,Kenmore,15236
New York,Depew,15205
New York,Gloversville,15122
New York,Batavia,15077
New York,Eggertsville,15019
New York,Tonawanda,14976
New York,Gates-North Gates,14965
New York,Pomfret,14965
New York,North New Hyde Park,14899
New York,Mastic Beach,14874
New York,Johnson City,14832
New York,Malta,14765
New York,Moreau,14728
New York,Beekman,14621
New York,Greece,14519
New York,South Farmingdale,14486
New York,East Islip,14475
New York,Glens Falls,14428
New York,Shawangunk,14332
New York,Manorville,14314
New York,Arcadia,14244
New York,Beacon,14238
New York,Sweden,14175
New York,Jefferson Valley-Yorktown,14142
New York,New Cassel,14059
New York,Olean,14043
New York,Rocky Point,14014
New York,Oneonta,13838
New York,Greenlawn,13742
New York,Stony Brook,13740
New York,Hampton Bays,13603
New York,Jericho,13567
New York,Kent,13507
New York,Nesconset,13387
New York,St. James,13338
New York,Ridge,13336
New York,Riverhead,13299
New York,German Flatts,13258
New York,Van Buren,13185
New York,Geneva,13160
New York,Wawarsing,13157
New York,Endicott,13083
New York,Fort Drum,12955
New York,Fallsburg,12870
New York,Schodack,12794
New York,Kingsbury,12671
New York,Cornwall,12646
New York,Highlands,12492
New York,Lewisboro,12411
New York,Patchogue,12364
New York,Miller Place,12339
New York,Ulster,12327
New York,North Merrick,12272
New York,Dunkirk,12216
New York,Haverstraw,12172
New York,Babylon,12172
New York,Stony Point,12147
New York,Mount Sinai,12118
New York,Salisbury,12093
New York,Mamakating,12085
New York,North Greenbush,12075
New York,Patterson,12023
New York,North Wantagh,11960
New York,Brunswick,11941
New York,Terryville,11849
New York,North Castle,11841
New York,Farmington,11825
New York,Putnam Valley,11809
New York,North Lindenhurst,11652
New York,Fulton,11648
New York,Wyandanch,11647
New York,North Bellport,11545
New York,Tarrytown,11537
New York,Endwell,11446
New York,Elma,11317
New York,Chenango,11252
New York,Lake Grove,11241
New York,Oneida,11192
New York,Elwood,11177
New York,Mount Kisco,11103
New York,Dobbs Ferry,11098
New York,Corning,10993
New York,Suffern,10991
